house_id,square_footage,number_of_rooms,number_of_bathrooms,lot_size_sqft,distance_to_city_center_km,year_built,has_garage,quality_score,school_rating,building_material,heating_type,price_k_usd
6668,4315,2,1.0,11784,6.2,2002,Yes,4,3,Wood,Gas,1048.03
6669,3243,4,2.0,6477,19.8,1989,Yes,9,3,Wood,Electric,1155.8
6670,1527,4,1.5,10690,25.6,1965,No,7,1,Wood,Oil,673.58
6671,4486,2,1.0,10172,10.1,1997,Yes,7,2,Stone,Gas,1197.97
6672,4422,5,4.0,5379,17.8,2010,Yes,6,4,Wood,Electric,1272.53
6673,1836,4,2.5,11798,22.2,1987,Yes,8,3,Brick,Oil,977.47
6674,2632,3,2.0,7105,12.6,1993,Yes,6,4,Brick,Electric,957.01
6675,3540,3,2.5,10023,2.9,1964,Yes,10,2,Brick,Gas,1275.84
6676,1292,3,2.5,8033,7.6,2010,No,5,5,Wood,Electric,816.27
6677,2348,4,1.5,8957,26.6,1956,No,3,2,Brick,Gas,687.26
6678,1943,2,2.5,14076,24.9,1979,Yes,3,5,Brick,Gas,975.24
6679,4757,2,2.5,11508,3.5,1985,Yes,9,2,Stone,Electric,1405.53
6680,4207,2,1.5,11880,7.5,1960,No,5,4,Wood,Gas,1037.22
6681,1439,4,2.0,12641,23.3,2019,No,8,2,Brick,Gas,898.78
6682,972,4,2.0,7061,15.1,1978,Yes,7,3,Brick,Gas,850.89
6683,4759,3,2.5,12816,23.0,1955,No,6,3,Wood,Electric,1055.86
6684,1316,4,1.5,11776,7.1,2000,No,10,1,Brick,Electric,854.66
6685,1322,3,2.5,11173,28.6,1987,Yes,4,3,Wood,Gas,750.82
6686,2717,3,2.0,8431,23.7,2022,No,3,3,Wood,Gas,884.78
6687,3686,2,2.5,14083,6.7,1971,No,9,5,Stone,Electric,1228.46
6688,2964,4,3.5,13092,17.2,2003,No,6,4,Wood,Gas,1099.32
6689,2729,2,3.5,11844,4.3,1989,Yes,3,4,Brick,Gas,956.41
6690,4745,2,2.5,4392,11.5,1956,No,7,5,Wood,Oil,1210.84
6691,3009,4,1.5,6015,20.1,1989,Yes,7,3,Wood,Gas,956.89
6692,4583,4,2.5,14788,10.6,1973,No,5,2,Stone,Gas,1282.02
6693,3390,5,2.5,9694,20.0,1990,Yes,10,5,Wood,Gas,1288.28
6694,4876,3,3.0,11406,8.1,2000,Yes,5,4,Wood,Gas,1268.01
6695,1893,5,3.5,7321,21.9,1988,No,3,1,Wood,Gas,670.49
6696,4680,3,2.0,11864,11.4,1992,Yes,3,4,Wood,Gas,1152.35
6697,3294,3,2.5,4246,23.9,2018,No,6,2,Wood,Gas,1017.44
6698,3379,3,2.0,6599,5.0,2008,Yes,10,4,Brick,Gas,1309.68
6699,3288,2,2.0,8060,11.5,1974,No,5,5,Brick,Gas,961.81
6700,3585,2,2.0,10207,14.5,1974,Yes,9,1,Wood,Gas,1206.03
6701,3558,4,2.0,6782,13.3,2022,No,9,4,Brick,Electric,1262.6
6702,2374,3,2.5,13337,13.6,1973,No,7,5,Brick,Oil,1079.21
6703,3173,3,3.0,5834,13.9,2011,No,10,5,Brick,Electric,1251.25
6704,4790,3,2.5,9244,29.7,1992,No,8,5,Stone,Oil,1314.38
6705,1893,2,4.0,7107,6.6,2008,Yes,6,1,Stone,Gas,982.84
6706,1989,4,2.5,8203,23.3,2003,No,10,5,Wood,Gas,1067.12
6707,3489,2,4.0,6233,17.0,1975,No,6,1,Wood,Gas,1010.91
6708,4895,5,2.5,12210,13.0,2003,No,4,2,Brick,Electric,1168.81
6709,2675,5,2.0,6959,19.4,2010,No,9,2,Wood,Gas,1012.59
6710,4206,5,2.0,7817,25.8,1993,No,8,2,Stone,Electric,1095.68
6711,2587,4,2.5,6141,14.5,1958,No,10,5,Wood,Electric,1049.04
6712,4732,5,2.5,7814,26.1,1991,No,10,1,Wood,Gas,1212.13
6713,2407,4,2.5,12319,3.7,1978,No,7,2,Wood,Electric,951.86
6714,4548,2,2.5,14554,19.9,2007,No,6,3,Brick,Gas,1208.21
6715,848,2,3.5,12181,10.7,2012,Yes,8,2,Brick,Gas,832.06
6716,4661,4,1.5,11983,12.2,1998,No,4,5,Stone,Oil,1217.23
6717,2980,2,2.5,14220,17.6,1960,No,8,3,Wood,Electric,928.98
6718,3846,2,2.5,10525,14.9,2003,Yes,5,4,Brick,Electric,1152.92
6719,3633,4,2.0,9890,12.1,1979,Yes,7,3,Brick,Oil,1083.39
6720,2197,5,4.0,14137,9.9,2015,Yes,5,4,Brick,Electric,1141.27
6721,4626,4,3.0,5883,18.9,2014,Yes,4,3,Wood,Gas,1241.87
6722,1631,3,2.0,11409,15.7,2007,No,9,1,Wood,Oil,816.63
6723,3497,2,2.0,12170,10.4,2006,Yes,7,3,Wood,Gas,1112.58
6724,3535,4,2.5,7698,6.9,1986,No,3,2,Brick,Gas,983.88
6725,881,2,1.0,13843,23.5,2003,No,3,4,Wood,Electric,571.31
6726,886,5,2.0,8065,24.2,2022,No,3,4,Wood,Gas,744.5
6727,2863,2,2.0,6558,7.2,2018,Yes,8,2,Stone,Electric,1128.1
6728,1621,4,3.5,4760,8.6,1973,Yes,6,1,Wood,Gas,869.3
6729,962,5,3.0,12893,7.9,2012,Yes,8,3,Stone,Gas,1083.9
6730,4539,5,2.0,10647,26.7,2000,Yes,8,1,Wood,Gas,1228.52
6731,3197,5,3.5,6303,23.4,1964,Yes,8,2,Brick,Gas,1071.2
6732,2732,3,3.5,7726,3.2,1996,Yes,8,3,Brick,Electric,1242.88
6733,3528,4,2.5,13504,25.1,2022,Yes,9,2,Wood,Gas,1220.81
6734,4335,4,1.5,8952,2.1,1995,Yes,3,4,Wood,Electric,1240.37
6735,4246,5,3.0,12335,8.3,1979,Yes,6,4,Brick,Gas,1162.8
6736,3590,2,2.0,6739,27.7,1969,No,10,4,Brick,Electric,1190.34
6737,3507,5,2.0,12396,26.1,2006,No,6,5,Brick,Electric,1238.68
6738,4733,3,1.0,9921,23.7,1998,No,4,5,Wood,Gas,1080.17
6739,4185,5,2.0,6174,14.3,2005,No,3,4,Brick,Gas,1099.29
6740,1722,4,2.0,11100,10.3,2005,Yes,7,5,Wood,Gas,980.53
6741,2975,5,2.5,11016,26.6,1974,No,10,5,Brick,Oil,1110.47
6742,2382,2,1.0,11957,20.1,1958,Yes,10,2,Brick,Oil,866.99
6743,1364,4,2.5,6224,9.6,1971,Yes,8,3,Wood,Gas,972.65
6744,4058,2,3.0,11918,14.4,1986,Yes,6,4,Wood,Oil,1199.4
6745,3397,5,1.0,12918,26.6,1977,Yes,4,5,Wood,Gas,1097.95
6746,3300,4,2.5,7276,27.2,1963,Yes,6,2,Brick,Gas,991.19
6747,1787,3,1.5,12391,20.1,1979,No,7,2,Brick,Gas,690.0
6748,4436,4,2.5,11336,22.2,1988,No,7,3,Wood,Gas,1184.24
6749,1023,2,2.0,4433,2.1,2006,Yes,3,2,Stone,Electric,794.37
6750,1150,4,2.5,5287,18.5,1954,No,9,1,Stone,Gas,745.46
6751,2728,3,2.0,5884,21.0,1961,No,6,1,Brick,Gas,714.9
6752,1148,3,1.5,8213,1.6,1984,Yes,9,4,Brick,Oil,1113.52
6753,1817,3,1.0,8181,25.5,1990,No,7,3,Wood,Gas,735.48
6754,3026,3,3.5,8417,27.9,2012,No,10,1,Wood,Gas,1079.76
6755,4924,2,2.5,10401,7.9,1991,Yes,5,3,Brick,Electric,1267.1
6756,3219,4,4.0,10160,25.5,2014,No,7,4,Wood,Electric,1121.63
6757,2693,5,3.5,14912,20.3,2014,No,7,2,Wood,Electric,1057.65
6758,3840,3,3.5,14716,17.8,1992,No,10,2,Brick,Gas,1280.59
6759,2868,5,2.5,5756,25.5,2009,No,6,2,Wood,Electric,1045.35
6760,1925,5,1.0,8789,9.3,1969,Yes,8,1,Wood,Electric,786.95
6761,3917,4,3.5,9483,23.9,2012,No,10,3,Wood,Gas,1341.9
6762,4961,5,1.5,10762,10.1,1973,No,7,1,Brick,Electric,1133.39
6763,4842,5,2.0,13139,23.8,2021,Yes,4,5,Brick,Gas,1432.78
6764,2970,2,3.5,11268,14.1,1984,No,8,3,Wood,Gas,973.7
6765,1246,5,2.0,4768,4.4,1990,No,10,4,Wood,Gas,897.86
6766,3458,4,1.5,6895,12.1,1965,Yes,7,1,Wood,Electric,936.45
6767,4162,5,2.0,4394,7.8,1955,No,5,2,Wood,Gas,972.44
6768,3518,4,4.0,12981,3.9,1969,Yes,7,2,Wood,Gas,1240.39
6769,4283,3,4.0,4896,4.2,2005,Yes,3,2,Wood,Gas,1219.3
6770,3744,5,2.5,10476,23.6,1957,Yes,6,1,Wood,Electric,895.53
6771,1395,5,3.5,12557,26.6,1955,No,5,1,Brick,Gas,787.68
6772,2786,5,1.0,8912,27.9,1957,No,4,2,Stone,Gas,828.18
6773,3550,3,2.0,9801,25.8,2011,Yes,9,2,Brick,Gas,1267.85
6774,1874,2,2.0,12795,25.1,1963,No,10,2,Wood,Electric,797.24
6775,4769,5,1.0,11088,3.0,1952,Yes,7,5,Brick,Gas,1395.41
6776,4380,4,2.0,11436,23.9,1951,No,7,1,Brick,Gas,1086.59
6777,3807,2,1.0,11005,23.7,1971,Yes,9,2,Wood,Gas,1124.73
6778,1769,2,2.0,13977,4.8,2019,Yes,9,4,Wood,Gas,946.57
6779,1380,2,1.0,10371,20.2,2020,No,10,2,Wood,Electric,732.92
6780,3624,5,2.0,13923,14.1,1955,Yes,9,1,Wood,Oil,1130.48
6781,4801,3,3.5,7213,27.1,1999,No,10,4,Brick,Gas,1486.29
6782,2011,3,1.5,13123,21.2,1993,No,4,1,Wood,Gas,737.12
6783,1029,5,1.0,8791,28.6,1957,Yes,9,1,Wood,Gas,634.48
6784,3985,4,1.5,7286,4.0,1973,No,7,1,Brick,Oil,1052.46
6785,1301,4,3.0,9165,2.2,1976,Yes,9,3,Wood,Electric,1081.37
6786,2932,4,2.5,8110,29.2,2002,Yes,3,4,Wood,Electric,938.15
6787,848,5,2.5,13558,3.3,2000,No,8,5,Brick,Gas,1026.26
6788,4366,3,1.0,12327,12.2,1977,No,8,5,Wood,Gas,1273.09
6789,3855,5,2.0,5657,19.8,2008,No,5,3,Wood,Gas,1102.29
6790,1488,3,2.0,6743,26.5,2018,No,10,1,Wood,Oil,846.48
6791,1186,2,2.0,9386,8.4,2022,No,7,5,Wood,Gas,915.73
6792,1769,5,2.5,7990,1.8,1974,Yes,4,4,Brick,Gas,1078.42
6793,4260,3,3.5,7482,16.1,1993,Yes,9,2,Wood,Electric,1234.94
6794,1805,2,1.5,5822,14.7,1996,Yes,4,4,Brick,Gas,833.94
6795,3852,2,3.0,14414,9.9,1962,No,5,1,Wood,Gas,928.92
6796,4217,5,1.0,7943,26.3,2002,No,3,4,Stone,Electric,1120.14
6797,3102,3,2.0,5345,22.7,2002,Yes,5,1,Stone,Gas,941.69
6798,3083,2,1.5,4875,25.9,1986,Yes,7,4,Wood,Gas,950.55
6799,2407,5,3.5,6415,5.7,2012,Yes,8,3,Wood,Gas,1211.27
6800,922,2,1.5,12967,21.1,2015,Yes,3,4,Brick,Gas,750.13
6801,2080,4,2.5,7904,29.3,1989,Yes,3,5,Wood,Gas,898.13
6802,4527,5,1.5,8504,18.7,2010,Yes,10,2,Wood,Electric,1302.61
6803,1058,2,2.0,4407,6.0,1955,No,4,3,Wood,Gas,514.15
6804,1747,5,2.0,7806,29.9,1974,No,3,4,Wood,Electric,750.73
6805,1324,5,1.0,11794,16.3,1995,No,10,1,Wood,Electric,783.31
6806,1687,3,3.0,10909,25.4,1980,No,10,3,Brick,Gas,1047.35
6807,1007,3,3.0,4307,5.3,2012,Yes,7,5,Wood,Gas,1083.16
6808,4182,2,2.0,8158,20.3,2017,No,9,2,Wood,Electric,1163.35
6809,3594,5,2.5,14300,27.5,1988,Yes,7,2,Wood,Electric,1128.7
6810,948,5,2.0,12268,16.4,1985,Yes,9,4,Brick,Electric,923.9
6811,1237,4,3.0,8046,9.4,1956,Yes,7,5,Brick,Gas,827.07
6812,3002,5,2.5,11967,4.7,2015,Yes,8,5,Brick,Gas,1243.5
6813,4549,3,1.0,4364,9.6,2004,Yes,6,2,Stone,Oil,1102.68
6814,3961,5,3.0,14018,11.3,2021,Yes,3,2,Wood,Gas,1186.96
6815,4701,3,1.5,13490,21.6,1991,No,3,5,Wood,Electric,1184.23
6816,4045,4,1.5,5959,6.2,1976,No,7,2,Stone,Gas,1147.42
6817,3623,2,2.5,8135,4.1,1951,Yes,9,1,Wood,Electric,995.04
6818,4070,3,1.5,12857,12.2,2019,Yes,4,2,Brick,Electric,978.88
6819,1285,2,1.5,7588,14.3,1953,No,8,1,Brick,Gas,626.93
6820,999,2,2.0,12916,19.2,1970,Yes,3,2,Stone,Gas,628.63
6821,2782,2,3.0,7527,21.5,1950,Yes,10,3,Wood,Electric,1042.51
6822,2271,2,1.5,12405,26.8,1987,Yes,6,3,Wood,Gas,922.18
6823,3111,3,2.0,6006,9.4,2009,No,3,3,Wood,Gas,919.2
6824,4173,4,2.0,12280,16.3,1963,No,5,1,Wood,Electric,896.49
6825,2878,5,2.0,5606,11.6,1966,Yes,6,1,Stone,Electric,930.49
6826,2321,3,2.5,9965,1.0,2022,Yes,4,4,Wood,Gas,1201.37
6827,1404,4,2.0,8479,17.8,1996,Yes,6,4,Brick,Electric,846.99
6828,4648,5,3.0,5192,24.7,2005,Yes,6,2,Brick,Oil,1311.05
6829,4142,2,2.5,8530,2.1,2002,Yes,3,1,Wood,Gas,1131.29
6830,2217,5,2.0,11877,1.1,1967,Yes,6,3,Stone,Gas,1329.68
6831,4675,5,2.0,6655,22.1,2018,Yes,7,3,Stone,Electric,1307.57
6832,3733,4,2.5,4318,20.8,1997,Yes,8,3,Brick,Gas,1215.41
6833,1348,5,2.0,7165,12.8,1958,Yes,6,2,Stone,Gas,723.2
6834,1638,2,3.5,11537,20.2,2003,No,3,1,Wood,Gas,731.02
6835,4615,3,3.5,9172,28.6,1984,Yes,7,2,Wood,Electric,1201.39
6836,1647,3,2.5,8960,8.2,1995,Yes,4,5,Wood,Gas,871.66
6837,3072,4,4.0,14668,8.1,1950,No,10,5,Stone,Gas,1357.74
6838,4120,2,2.5,5546,6.4,1990,Yes,5,4,Brick,Gas,1202.04
6839,3358,2,1.0,11689,22.0,2022,Yes,6,1,Stone,Gas,1008.15
6840,2796,5,2.0,8828,11.2,1981,Yes,7,3,Wood,Gas,1091.8
6841,4473,4,1.5,4987,29.7,1989,Yes,7,1,Wood,Electric,1173.57
6842,2364,2,2.0,12615,21.7,1960,Yes,4,4,Brick,Electric,776.01
6843,4818,2,2.0,11414,11.7,2011,Yes,4,3,Wood,Gas,1174.76
6844,2640,2,2.0,10289,5.3,1995,Yes,5,2,Stone,Gas,995.85
6845,4091,3,2.0,9201,18.2,1997,No,5,3,Wood,Gas,1201.78
6846,3687,3,2.0,14753,9.6,1992,Yes,3,5,Brick,Gas,1090.7
6847,1526,3,2.0,9934,27.3,2000,No,5,2,Brick,Electric,716.15
6848,2044,5,1.5,4374,13.8,2010,No,5,3,Brick,Electric,900.89
6849,4260,5,3.0,12238,9.5,1991,No,9,2,Brick,Electric,1345.08
6850,4518,5,2.0,4499,18.1,1975,Yes,10,5,Wood,Gas,1295.6
6851,1865,2,3.0,10650,5.0,1960,No,10,5,Stone,Gas,1104.61
6852,1082,3,3.5,11758,17.3,1974,No,7,1,Wood,Electric,694.07
6853,1881,2,3.0,9243,2.6,1989,Yes,6,5,Wood,Oil,962.99
6854,4685,2,2.0,6392,18.6,1974,No,9,5,Brick,Gas,1233.98
6855,3681,4,2.5,8524,16.4,2023,Yes,9,5,Brick,Electric,1368.14
6856,3384,2,1.5,9550,16.1,2001,Yes,9,4,Stone,Electric,1150.23
6857,3770,5,2.5,9151,20.8,1952,Yes,6,5,Stone,Electric,1227.06
6858,1952,3,2.0,6033,2.3,1988,Yes,8,1,Wood,Gas,993.3
6859,4297,3,2.5,8882,14.3,1984,No,5,2,Wood,Oil,1056.45
6860,1747,2,3.0,13361,13.9,1989,Yes,9,4,Wood,Electric,975.22
6861,2517,5,2.5,7863,14.3,1971,No,8,2,Wood,Electric,924.88
6862,866,5,2.5,6990,29.4,2011,Yes,8,2,Wood,Oil,887.35
6863,1436,5,1.5,14857,5.0,1968,Yes,3,1,Brick,Electric,602.79
6864,1113,3,2.5,13308,21.0,1963,No,3,4,Stone,Gas,663.3
6865,4197,5,2.0,12437,12.7,1999,Yes,6,3,Stone,Electric,1311.75
6866,1364,5,2.0,7412,15.8,2011,No,4,5,Wood,Gas,735.69
6867,2401,2,2.0,13876,23.1,1992,No,7,2,Brick,Electric,823.51
6868,1625,4,2.0,4303,5.6,2004,Yes,5,2,Brick,Gas,874.75
6869,4470,5,2.0,6024,23.1,1989,Yes,7,1,Brick,Gas,1179.58
6870,1825,2,2.5,4449,3.0,1961,Yes,9,1,Wood,Gas,859.91
6871,3051,2,2.5,13132,15.0,2014,No,5,1,Wood,Electric,946.46
6872,1604,5,1.0,4533,22.5,1983,No,5,4,Stone,Gas,726.03
6873,3251,4,1.0,14807,6.6,1972,Yes,10,5,Brick,Gas,1374.59
6874,2191,3,2.5,6471,23.4,2020,Yes,8,4,Brick,Gas,1106.94
6875,2035,4,3.0,10181,5.8,1956,Yes,6,1,Brick,Gas,875.62
6876,4832,5,1.0,6578,24.2,2014,Yes,7,1,Wood,Oil,1239.93
6877,4080,4,2.0,12082,14.6,1967,No,7,2,Wood,Electric,1095.9
6878,4349,2,3.5,6652,20.9,1957,Yes,4,4,Wood,Electric,1132.87
6879,4941,2,1.0,14097,27.6,1991,Yes,4,4,Brick,Gas,1169.69
6880,2154,4,2.0,8977,12.8,1950,No,7,5,Wood,Gas,824.92
6881,2636,3,3.5,14454,7.8,1964,No,4,4,Brick,Electric,1009.12
6882,3692,4,1.0,7758,26.1,1977,Yes,4,5,Wood,Gas,1064.83
6883,3296,5,2.5,7897,5.7,1985,Yes,5,3,Wood,Oil,1114.86
6884,3383,3,2.0,4952,19.3,1995,No,10,5,Brick,Electric,1137.03
6885,3358,4,1.5,13690,27.8,1970,No,6,1,Wood,Gas,948.45
6886,4418,4,1.0,10358,20.6,1998,Yes,10,3,Wood,Electric,1225.93
6887,2359,3,2.0,7575,6.7,1988,Yes,9,2,Stone,Gas,1115.53
6888,2307,4,2.5,4913,5.4,1987,No,5,2,Brick,Oil,871.44
6889,4871,5,1.5,7037,8.3,1958,Yes,8,2,Wood,Electric,1120.82
6890,2863,2,2.5,8055,12.4,1969,Yes,4,1,Wood,Gas,766.86
6891,4442,5,2.0,7279,5.6,1957,No,5,2,Wood,Gas,1039.13
6892,2800,4,2.0,9085,24.1,1963,No,5,5,Brick,Gas,1020.76
6893,2094,2,2.5,11960,11.4,2011,No,3,1,Wood,Gas,747.38
6894,4865,3,1.5,7493,28.1,1984,No,5,4,Stone,Gas,1171.01
6895,3552,5,2.0,6022,25.4,2004,No,5,1,Brick,Gas,1114.93
6896,2553,3,2.0,9760,27.4,1994,Yes,6,1,Wood,Gas,859.45
6897,2403,2,2.0,9287,9.5,1970,No,7,4,Brick,Electric,856.89
6898,2122,4,2.0,4950,17.6,2002,No,10,5,Wood,Gas,1170.11
6899,3241,2,2.5,13054,10.3,2003,Yes,10,3,Wood,Oil,1155.55
6900,1898,2,2.5,13822,8.5,1992,No,3,4,Brick,Gas,784.82
6901,2305,3,2.5,14234,18.6,1955,No,3,1,Wood,Gas,751.81
6902,1926,5,3.5,8064,24.7,2004,Yes,3,2,Brick,Oil,830.2
6903,1096,2,4.0,12779,3.7,1993,No,8,4,Brick,Oil,990.0
6904,3849,4,2.5,13462,9.0,2017,Yes,3,4,Stone,Gas,1237.47
6905,3025,2,2.0,12874,6.9,1953,Yes,6,3,Brick,Gas,969.71
6906,4587,3,3.0,5327,24.2,2012,Yes,7,1,Stone,Gas,1251.02
6907,2896,5,1.5,12485,28.1,2007,Yes,8,2,Wood,Gas,1087.61
6908,4409,4,2.0,13049,3.3,2003,No,6,2,Brick,Gas,1250.97
6909,3008,3,2.0,8349,12.0,1987,Yes,3,3,Wood,Gas,859.73
6910,975,2,4.0,14987,27.5,2009,No,7,2,Wood,Electric,798.29
6911,3302,2,4.0,14683,11.0,2001,No,10,5,Brick,Electric,1367.98
6912,4799,5,3.0,4912,21.7,1978,Yes,6,4,Wood,Oil,1244.19
6913,2467,3,2.0,12172,3.9,1989,Yes,7,4,Wood,Gas,1124.41
6914,3345,3,2.0,13380,13.9,2020,Yes,8,2,Wood,Gas,1149.14
6915,1475,5,2.0,14510,15.6,1957,No,6,2,Wood,Gas,717.8
6916,2623,4,3.0,11873,23.0,1984,Yes,9,2,Wood,Electric,1004.29
6917,2156,3,2.5,14003,9.4,1965,Yes,7,4,Wood,Gas,975.89
6918,3872,5,3.0,12861,8.7,1967,Yes,10,2,Wood,Oil,1322.77
6919,4059,3,1.5,13103,9.8,2008,No,6,5,Stone,Gas,1243.77
6920,1346,5,2.0,13771,17.1,1983,Yes,3,5,Wood,Gas,768.49
6921,2883,2,2.0,5722,26.4,1953,No,3,4,Wood,Gas,736.2
6922,2840,2,1.5,11299,25.1,2018,Yes,3,1,Wood,Oil,856.47
6923,2552,3,2.0,8254,2.7,2014,Yes,8,1,Wood,Gas,1042.8
6924,2415,3,1.0,9416,26.5,2010,Yes,9,1,Wood,Gas,1000.77
6925,2649,2,4.0,14746,3.8,1995,No,6,5,Brick,Electric,1214.37
6926,3442,4,3.0,13803,13.0,1970,No,7,3,Stone,Oil,1101.58
6927,2400,5,2.5,12577,23.2,1987,Yes,7,1,Brick,Gas,965.2
6928,4196,4,1.5,9639,3.4,2022,No,4,3,Stone,Gas,1293.12
6929,4405,4,2.0,9738,2.2,2009,Yes,5,4,Brick,Oil,1354.9
6930,4599,4,1.5,9159,10.6,1985,Yes,10,5,Wood,Electric,1349.15
6931,1418,2,2.0,10760,22.2,1955,Yes,9,1,Brick,Oil,807.31
6932,1932,3,3.0,10461,16.1,1988,Yes,9,5,Brick,Oil,1163.69
6933,2915,4,1.0,13785,13.1,1978,Yes,3,4,Wood,Gas,940.67
6934,3139,2,1.5,5350,24.6,1976,No,3,5,Stone,Gas,925.31
6935,3539,5,1.5,11766,23.2,2018,Yes,3,2,Stone,Oil,1034.73
6936,2287,3,2.5,4173,23.8,1958,No,4,1,Brick,Electric,607.63
6937,2357,5,3.5,12550,14.3,1973,Yes,4,5,Wood,Gas,1003.51
6938,2913,4,3.0,13881,1.6,2012,Yes,4,5,Wood,Electric,1276.55
6939,1844,3,2.0,13001,6.0,1968,Yes,3,5,Brick,Gas,910.98
6940,3231,4,1.5,4942,22.5,1979,No,7,4,Wood,Gas,986.12
6941,2382,3,3.0,8529,22.8,2007,Yes,3,1,Wood,Gas,826.79
6942,2108,4,1.5,4428,29.2,1989,No,9,1,Wood,Gas,895.79
6943,1401,5,2.0,5944,6.5,2017,Yes,4,2,Brick,Oil,825.27
6944,2420,5,2.0,6355,4.6,1981,Yes,4,2,Brick,Electric,861.84
6945,900,4,2.0,13606,5.0,2014,No,5,5,Brick,Electric,814.13
6946,1037,3,2.0,8373,6.4,1983,No,6,1,Wood,Gas,641.96
6947,4825,5,3.0,7228,16.3,1980,No,5,1,Stone,Gas,1138.14
6948,3718,3,1.5,11895,29.3,2008,No,5,5,Brick,Electric,1064.4
6949,3342,3,3.0,14613,18.1,1975,No,3,3,Brick,Gas,1113.63
6950,2803,5,3.5,8263,16.2,1971,Yes,6,1,Brick,Gas,976.03
6951,2337,2,2.0,9555,20.5,1983,Yes,9,5,Brick,Oil,1072.79
6952,1554,2,1.5,10513,3.1,1962,No,6,5,Stone,Gas,1015.7
6953,4168,3,2.5,8043,24.6,2004,No,10,3,Brick,Gas,1223.75
6954,3058,5,3.0,11679,19.8,1957,No,3,2,Wood,Gas,885.28
6955,4465,2,2.0,10522,6.0,2011,Yes,10,5,Brick,Electric,1478.11
6956,1340,4,3.0,14316,19.3,1971,No,7,1,Wood,Electric,757.23
6957,1069,3,2.5,4568,18.3,2005,Yes,8,2,Wood,Electric,763.93
6958,4260,2,4.0,12029,2.9,1970,No,9,2,Wood,Gas,1336.26
6959,4208,5,3.0,10242,8.7,1998,No,3,2,Wood,Gas,1048.5
6960,1305,5,1.5,6210,12.3,1955,Yes,7,5,Wood,Gas,822.85
6961,1929,3,2.0,12025,8.1,1984,Yes,9,1,Wood,Gas,830.06
6962,2879,5,1.5,9394,8.1,1976,No,7,3,Brick,Gas,1034.22
6963,3945,4,1.0,11124,17.6,1989,Yes,6,4,Brick,Gas,1207.85
6964,4042,4,2.5,4343,14.7,1963,No,3,4,Wood,Gas,1033.13
6965,1161,2,3.5,6583,20.4,2023,No,3,2,Wood,Oil,720.71
6966,4520,5,4.0,10751,28.7,2001,Yes,6,4,Wood,Electric,1329.04
6967,2256,4,2.0,7192,20.2,1989,Yes,5,4,Stone,Gas,944.55
6968,4867,3,1.5,4153,17.9,1992,Yes,3,5,Wood,Electric,1056.53
6969,4995,5,2.5,11249,25.6,2007,Yes,8,3,Wood,Gas,1340.77
6970,2481,2,1.5,14107,19.3,1952,No,9,4,Wood,Oil,881.3
6971,1852,3,2.0,11444,5.8,1964,No,8,3,Stone,Gas,960.0
6972,3309,3,3.0,14646,10.1,1994,Yes,4,4,Wood,Gas,1156.6
6973,1481,3,3.0,8221,22.3,1960,Yes,4,2,Wood,Gas,706.48
6974,4732,4,3.5,9403,22.4,1988,Yes,3,2,Wood,Gas,1147.45
6975,2929,3,2.0,11803,29.6,1968,No,10,3,Stone,Gas,1179.02
6976,4816,4,2.5,14832,19.2,1969,No,7,3,Wood,Electric,1229.8
6977,4102,3,3.0,5870,27.1,2020,Yes,8,3,Brick,Gas,1214.99
6978,1519,4,1.5,11958,2.6,2005,No,8,3,Brick,Gas,1006.38
6979,874,5,3.0,14682,17.4,1953,No,6,1,Wood,Gas,646.63
6980,2093,4,1.0,7252,27.7,1958,No,9,2,Brick,Gas,733.77
6981,2722,4,3.0,9940,9.3,1974,Yes,8,4,Wood,Gas,1165.52
6982,4957,5,3.0,7547,5.5,1996,No,7,1,Stone,Gas,1343.49
6983,1119,3,2.0,7907,11.2,1998,No,4,3,Brick,Electric,775.85
6984,2949,5,2.5,13576,24.0,1976,Yes,4,4,Stone,Electric,1102.53
6985,2252,3,1.5,14520,3.5,1977,No,9,2,Wood,Oil,938.37
6986,2355,4,2.5,14071,18.4,2011,No,6,3,Wood,Gas,1001.56
6987,3832,3,2.5,11006,4.9,1965,Yes,4,5,Wood,Electric,1137.59
6988,1260,4,2.5,11804,13.6,1995,Yes,9,3,Brick,Electric,937.88
6989,1686,3,4.0,5475,29.0,1995,Yes,5,4,Wood,Gas,820.33
6990,4333,4,1.5,8001,6.7,1989,No,4,2,Stone,Electric,1113.6
6991,4736,4,2.0,13349,2.0,1983,Yes,8,3,Brick,Gas,1380.4
6992,1915,2,3.5,7934,13.4,1959,Yes,10,2,Brick,Gas,897.27
6993,1875,3,2.5,8990,17.8,1950,Yes,7,1,Brick,Gas,806.99
6994,4676,3,3.5,8785,9.6,2015,Yes,7,5,Brick,Gas,1393.81
6995,2724,2,2.0,7863,16.7,1966,No,10,1,Wood,Electric,839.59
6996,1726,4,3.0,6520,28.6,1996,Yes,5,5,Stone,Gas,999.52
6997,3081,4,3.5,8100,10.0,1973,No,9,1,Brick,Gas,1108.65
6998,1855,2,3.0,11733,10.0,1999,No,10,2,Wood,Gas,955.51
6999,1341,2,3.5,14037,15.0,1978,No,7,2,Stone,Gas,945.71
7000,2961,5,1.5,4777,15.9,2021,No,9,1,Stone,Gas,1026.78
7001,3051,4,2.0,12412,1.0,1962,Yes,7,4,Wood,Electric,1414.0
